org_type,district_id,name,address,city,state_abbr,zip,phone,grade_low,grade_high,lea_type_code,state_fips,website,school_count,total_enrollment,diocese_code,primary_state,states,dio_website
district,3411670,North Wildwood School District,1201 Atlantic Avenue,North Wildwood,NJ,08260,(609)522-6885,PK,08,1,34,http://www.mmace.com,1,0,,,,
district,3411700,Northern Burlington County Regional School District,160 Mansfield Road East,Columbus,NJ,08022,(609)298-3900,07,12,1,34,http://www.nburlington.com,2,0,,,,
district,3411730,Northern Highlands Regional High School District,298 Hillside Avenue,Allendale,NJ,07401,(201)327-8700,09,12,1,34,http://www.northernhighlands.org,1,0,,,,
district,3411760,Northern Valley Regional High School District,162 Knickerbocker Road,Demarest,NJ,07627,(201)768-2200,PK,12,1,34,http://www.nvnet.org,3,0,,,,
district,3411790,Northfield City School District,2000 New Road,Northfield,NJ,08225,(609)407-4000,PK,08,1,34,http://www.ncs-nj.org,2,0,,,,
district,3411820,Northvale Public School District,441 Tappan Road,Northvale,NJ,07647,(201)768-8484,PK,08,1,34,http://www.NORTHVALESCHOOL.ORG,1,0,,,,
district,3411850,Norwood Public School District,177 Summit Street,Norwood,NJ,07648,(201)768-6363,PK,08,1,34,http://www.wearenorwood.org,1,0,,,,
district,3411880,Nutley Public School District,371 Franklin Avenue,Nutley,NJ,07110,(973)661-3500,PK,12,1,34,http://www.nutleyschools.org,7,0,,,,
district,3411910,Oakland Public School District,315 Ramapo Valley Road,Oakland,NJ,07436,(201)337-6156,PK,08,1,34,http://www.oaklandschoolsnj.org,5,0,,,,
district,3411940,Oaklyn Public School District,136 Kendall Blvd.,Oaklyn,NJ,08107,(856)858-0335,PK,05,1,34,http://www.oaklynschool.org,1,0,,,,
district,3411970,Ocean City School District,501 Atlantic Avenue,Ocean City,NJ,08226,(609)399-4161,PK,12,1,34,http://www.ocsdnj.org,3,0,,,,
district,3411980,Ocean County Vocational Technical School District,137 Bey Lea Road,Toms River,NJ,08753,(732)240-6414,09,12,9,34,http://www.ocvts.org,6,0,,,,
district,3412030,Ocean Gate School District,126 West Arverne Avenue,Ocean Gate,NJ,08740,(732)269-3023,PK,06,1,34,http://www.oceangateschool.net,1,0,,,,
district,3412060,Township of Ocean School District,163 Monmouth Road,Oakhurst,NJ,07755,(732)531-5600,PK,12,1,34,http://www.oceanschools.org,5,0,,,,
district,3412090,Ocean Township School District,64 Railroad Avenue,Waretown,NJ,08758,(609)693-3131,PK,06,1,34,http://www.otsdk6.org,2,0,,,,
district,3412120,Oceanport School District,29 Wolf Hill Avenue,Oceanport,NJ,07757,(732)542-0683,PK,08,1,34,http://oceanportschools.org,2,0,,,,
district,3412150,Ogdensburg Borough School District,100 Main Street,Ogdensburg,NJ,07439,(973)827-7126,PK,08,1,34,http://www.obboe.org,1,0,,,,
district,3412180,Old Tappan Public School District,277 Old Tappan Rd.,Old Tappan,NJ,07675,(201)664-1421,PK,08,1,34,http://www.oldtappanschools.org,2,0,,,,
district,3412210,Oldmans Township School District,10 Freed Road,Pedricktown,NJ,08067,(856)299-4240,PK,08,1,34,http://WWW.OLDMANS.ORG,1,0,,,,
district,3412240,Oradell Public School District,350 Prospect Avenue,Oradell,NJ,07649,(201)261-1180,PK,06,1,34,http://oradellschool.org,1,0,,,,
district,3412260,River Dell Regional School District,230 Woodland Avenue,River Edge,NJ,07661,(201)599-7200,07,12,1,34,http://www.riverdell.org,2,0,,,,
district,3412270,Orange Board of Education School District,451 Lincoln Avenue,Orange,NJ,07050,(973)677-4000,PK,12,1,34,http://www.orange.k12.nj.us,12,0,,,,
district,3412300,Oxford Township School District,17 Kent Street,Oxford,NJ,07863,(908)453-4101,PK,08,1,34,http://www.oxfordcentral.org,1,0,,,,
district,3412360,Palisades Park School District,410 Second St,Palisades Park,NJ,07650,(201)947-3550,PK,12,1,34,http://palpkschools.org,3,0,,,,
district,3412390,Palmyra Public School District,311 W 5th Street,Palmyra,NJ,08065,(856)786-9300,PK,12,1,34,http://palmyraschools.com/,4,0,,,,
district,3412420,Paramus Public School District,145 Spring Valley Road,Paramus,NJ,07652,(201)261-7800,PK,12,1,34,http://www.paramus.k12.nj.us,8,0,,,,
district,3412450,Park Ridge School District,85 Pascack Road,Park Ridge,NJ,07656,(201)573-6000,PK,12,1,34,http://www.parkridgeschools.org/,3,0,,,,
district,3412480,Parsippany-troy Hills Township School District,292 Parsippany Road,Parsippany,NJ,07054,(973)263-7200,PK,12,1,34,http://www.pthsd.k12.nj.us,14,0,,,,
district,3412510,Pascack Valley Regional High School District,28 West Grand Avenue,Montvale,NJ,07645,(201)358-7004,09,12,1,34,http://www.pascack.org,2,0,,,,
district,3412540,Passaic City School District,663 Main Avenue,Passaic,NJ,07055,(973)470-5500,PK,12,1,34,http://www.passaicschools.org/,19,0,,,,
district,3412570,Passaic Valley Regional High School District,100 East Main Street,Little Falls,NJ,07424,(973)890-2500,09,12,1,34,http://www.pvrhs.org,1,0,,,,
district,3412600,Passaic County Manchester Regional High School District,70 Church Street,Haledon,NJ,07508,(973)389-2841,09,12,1,34,http://WWW.MRHS.NET,1,0,,,,
district,3412630,Passaic County Technical-vocational School District,45 Reinhardt Road,Wayne,NJ,07470,(973)790-6000,09,12,9,34,http://www.pctvs.org,2,0,,,,
district,3412660,Long Hill Township School District,759 Valley Road,Gillette,NJ,07933,(908)647-1200,PK,08,1,34,http://www.longhill.org,3,0,,,,
district,3412690,Paterson Public School District,90 Delaware Avenue,Paterson,NJ,07503,(973)321-1000,PK,12,1,34,http://www.paterson.k12.nj.us,43,0,,,,
district,3412720,Paulsboro School District,662 N. Delaware Street,Paulsboro,NJ,08066,(856)423-5515,PK,12,1,34,http://WWW.PAULSBORO.K12.NJ.US,4,0,,,,
district,3412810,Pemberton Township School District,1 Egbert St.,Pemberton,NJ,08068,(609)893-8141,PK,12,1,34,http://www.pemberton.k12.nj.us,9,0,,,,
district,3412840,Penns Grove-carneys Point Regional School District,100 Iona Avenue,Penns Grove,NJ,08069,(856)299-4250,PK,12,1,34,http://www.pgcpschools.org,5,0,,,,
district,3412870,Pennsauken Township Board of Education School District,1695 Hylton Road,Pennsauken,NJ,08110,(856)662-8505,PK,12,1,34,http://PENNSAUKEN.NET,11,0,,,,
district,3412900,Pequannock Township School District,538 Newark Pompton Tpke.,Pompton Plains,NJ,07444,(973)616-6040,PK,12,1,34,http://www.pequannock.org,5,0,,,,
district,3412930,Perth Amboy Public School District,178 Barracks Street,Perth Amboy,NJ,08861,(732)376-6200,PK,12,1,34,http://www.paps.net,12,0,,,,
district,3412960,Phillipsburg School District,50 Sargent Avenue,Phillipsburg,NJ,08865,(908)454-3400,PK,12,1,34,http://www.pburgsd.net,5,0,,,,
district,3412990,Pine Hill School District,1003 Turnerville Road,Pine Hill,NJ,08021,(856)783-6900,PK,12,1,34,http://www.pinehillschools.org,4,0,,,,
district,3413000,Pinelands Regional School District,520 Nugentown Road,Little Egg Harbor,NJ,08087,(609)296-3106,07,12,1,34,http://www.pinelandsregional.org,2,0,,,,
district,3413050,Piscataway Township School District,1515 Stelton Rd,Piscataway,NJ,08854,(732)572-2289,PK,12,1,34,http://www.piscatawayschools.org,11,0,,,,
district,3413080,Pitman Boro School District,420 Hudson Avenue,Pitman,NJ,08071,(856)589-2145,PK,12,1,34,http://pitman.k12.nj.us,3,0,,,,
district,3413110,Pittsgrove Township School District,1076 Almond Road,Pittsgrove,NJ,08318,(856)358-3094,PK,12,1,34,http://www.pittsgrove.net,5,0,,,,
district,3413140,Plainfield Public School District,1200 Myrtle Avenue,Plainfield,NJ,07063,(908)731-4200,PK,12,1,34,http://www.plainfieldnjk12.org,15,0,,,,
district,3413200,Pleasantville Public School District,801 Mill Road,Pleasantville,NJ,08232,(609)383-6800,PK,12,1,34,http://www.pps-nj.us/pps/,6,0,,,,
district,3413230,Plumsted Township School District,131 Evergreen Road,New Egypt,NJ,08533,(609)758-6800,PK,12,1,34,http://www.newegypt.us,4,0,,,,
district,3413260,Pohatcong Township School District,240 Route 519,Phillipsburg,NJ,08865,(908)859-8155,PK,08,1,34,http://www.pohatcong.org,1,0,,,,
district,3413290,Point Pleasant Borough School District,2100 Panther Path,Point Pleasant,NJ,08742,(732)701-1900,PK,12,1,34,http://www.pointpleasant.k12.nj.us,4,0,,,,
district,3413320,Point Pleasant Beach School District,299 Cooks Lane,Point Pleasant Beach,NJ,08742,(732)899-8840,PK,12,1,34,http://www.ptbeach.com,2,0,,,,
district,3413350,Pompton Lakes School District,237 Van Avenue,Pompton Lakes,NJ,07442,(973)835-7100,PK,12,1,34,http://www.plps-k12.org/,4,0,,,,
district,3413380,Port Republic School District,137 Pomona Avenue,Port Republic,NJ,08241,(609)652-7377,KG,08,1,34,http://www.portnj.org,1,0,,,,
district,3413410,Princeton Public School District,25 Valley Road,Princeton,NJ,08540,(609)806-4200,PK,12,1,34,http://www.princetonk12.org,6,0,,,,
district,3413470,Prospect Park Public School District,94 Brown Avenue,Prospect Park,NJ,07508,(973)790-7909,PK,08,1,34,http://www.prospectparknj.com,2,0,,,,
district,3413500,Quinton Township School District,8 Robinson Street,Quinton,NJ,08072,(856)935-2379,PK,08,1,34,http://www.quintonschool.info,1,0,,,,
district,3413530,Rahway Public School District,1157 Kline Place,Rahway,NJ,07065,(732)396-1000,PK,12,1,34,http://www.rahway.net,6,0,,,,
district,3413560,Ramapo Indian Hills Regional High School District,131 Yawpo Avenue,Oakland,NJ,07436,(201)416-8100,09,12,1,34,http://www.rih.org,2,0,,,,
district,3413590,Ramsey School District,25 North Franklin Turnpike,Ramsey,NJ,07446,(201)785-2300,PK,12,1,34,http://www.ramsey.k12.nj.us,5,0,,,,
district,3413620,Rancocas Valley Regional High School District,520 Jacksonville Road,Mount Holly,NJ,08060,(609)267-0830,09,12,1,34,http://www.rvrhs.com,1,0,,,,
district,3413650,Randolph Township School District,25 School House Road,Randolph,NJ,07869,(973)361-0808,PK,12,1,34,http://www.rtnj.org,6,0,,,,
district,3413680,Hazlet Township Public School District,421 Middle Road,Hazlet,NJ,07730,(732)264-8401,PK,12,1,34,http://www.hazlet.org,8,0,,,,
district,3413710,Readington Township School District,52 Readington Road,Whitehouse Station,NJ,08889,(908)534-2195,PK,08,1,34,http://www.readington.k12.nj.us,4,0,,,,
district,3413740,Red Bank Borough Public School District,76 Branch Avenue,Red Bank,NJ,07701,(732)758-1500,PK,08,1,34,http://www.rbb.k12.nj.us,2,0,,,,
district,3413750,Red Bank Regional School District,101 Ridge Road,Little Silver,NJ,07739,(732)842-8000,09,12,1,34,http://www.rbrhs.org,1,0,,,,
district,3413770,Ridgefield School District,555 Chestnut Street,Ridgefield,NJ,07657,(201)945-7747,PK,12,1,34,http://www.ridgefieldschools.com,4,0,,,,
district,3413800,Ridgefield Park Public School District,65 Challenger Rd,Ridgefield Park,NJ,07660,(201)641-0800,PK,12,1,34,http://www.rpps.net,4,0,,,,
district,3413830,Ridgewood Public School District,49 Cottage Place,Ridgewood,NJ,07450,(201)670-2700,PK,12,1,34,http://www.rpsnj.us,10,0,,,,
district,3413860,Ringwood School District,121 Carletondale Road,Ringwood,NJ,07456,(973)962-7500,KG,08,1,34,http://www.njrps.org,4,0,,,,
district,3413890,River Edge School District,410 Bogert Road,River Edge,NJ,07661,(201)261-3404,PK,06,1,34,http://www.riveredgeschools.org,2,0,,,,
district,3413950,River Vale Public School District,609 Westwood Avenue,River Vale,NJ,07675,(201)358-4000,PK,08,1,34,http://www.rivervaleschools.com,3,0,,,,
district,3413980,Riverdale School District,52 Newark Pompton Tpk.,Riverdale,NJ,07457,(973)839-1300,PK,08,1,34,http://www.rpsnj.org,1,0,,,,
district,3414010,Riverside Township School District,112 East Washington Street,Riverside,NJ,08075,(856)461-1255,PK,12,1,34,http://www.riverside.k12.nj.us,3,0,,,,
district,3414040,Riverton School District,600 Fifth Street,Riverton,NJ,08077,(856)829-0087,PK,08,1,34,http://www.riverton.k12.nj.us,1,0,,,,
district,3414070,Rochelle Park School District,300 Rochelle Ave,Rochelle Park,NJ,07662,(201)843-3120,PK,08,1,34,http://www.rochellepark.org,1,0,,,,
district,3414100,Rockaway Borough School District,103 East Main Street,Rockaway,NJ,07866,(973)625-8601,PK,08,1,34,http://www.rockboro.org,2,0,,,,
district,3414130,Rockaway Township School District,16 School Road,Hibernia,NJ,07842,(973)627-8200,PK,08,1,34,http://www.rocktwp.net,6,0,,,,
district,3414160,Rockleigh School District,26 Rockleigh Road,Rockleigh,NJ,07647,(201)245-1946,,,8,34,http://none,0,0,,,,
district,3414220,Roosevelt Borough Public School District,2a School Lane,Roosevelt,NJ,08555,(609)448-2798,PK,05,1,34,http://www.rps1.org,1,0,,,,
district,3414250,Roseland School District,100 Passaic Avenue,Roseland,NJ,07068,(973)226-7644,PK,06,1,34,http://www.roselandnjboe.org,1,0,,,,
district,3414280,Roselle Public School District,710 Locust Street,Roselle,NJ,07203,(908)298-2040,PK,12,1,34,http://WWW.ROSELLESCHOOLS.ORG,7,0,,,,
district,3414310,Roselle Park Public School District,510 Chestnut Street,Roselle Park,NJ,07204,(908)245-1197,PK,12,1,34,http://www.rpsd.org,5,0,,,,
district,3414340,Roxbury Township School District,42 N. Hillside Avenue,Succasunna,NJ,07876,(973)584-6099,PK,12,1,34,http://www.roxbury.org,7,0,,,,
district,3414370,Rumson Borough School District,60 Forrest Avenue,Rumson,NJ,07760,(732)842-4747,PK,08,1,34,http://www.rumsonschool.org,2,0,,,,
district,3414400,Rumson-fair Haven Regional High School District,74 Ridge Road,Rumson,NJ,07760,(732)842-1597,09,12,1,34,http://www.rumsonfairhaven.org,1,0,,,,
district,3414430,Runnemede Public School District,24 N. Black Horse Pike - 2nd Floor,Runnemede,NJ,08078,(856)931-5365,PK,08,1,34,http://www.runnemedeschools.org,3,0,,,,
district,3414460,Rutherford School District,176 Park Avenue,Rutherford,NJ,07070,(201)438-7675,PK,12,1,34,http://www.rutherfordschools.org,5,0,,,,
district,3414490,Saddle Brook School District,355 Mayhill Street,Saddle Brook,NJ,07663,(201)843-1142,PK,12,1,34,http://www.sbpsnj.org,5,0,,,,
district,3414520,Saddle River School District,97 E. Allendale Road,Saddle River,NJ,07458,(201)327-0727,PK,05,1,34,http://www.wandellschool.org,1,0,,,,
district,3414550,Salem City School District,205 Walnut St,Salem,NJ,08079,(856)935-3800,PK,12,1,34,http://www.SALEMNJ.ORG,3,0,,,,
district,3414580,Salem County Vocational Technical School District,880 Rt 45,Woodstown,NJ,08098,(856)769-0101,09,12,9,34,http://www.scvts.org,1,0,,,,
district,3414610,Sandyston-walpack Consolidated School District,100 Route 560,Layton,NJ,07851,(973)948-4450,PK,06,1,34,http://www.sandystonwalpack.org,1,0,,,,
district,3414640,Sayreville School District,298 Ernston Road,Parlin,NJ,08859,(732)525-5200,PK,12,1,34,http://www.sayrevillek12.net,9,0,,,,
district,3414670,Scotch Plains-fanwood School District,313 South Ave,Fanwood,NJ,07023,(908)232-6161,PK,12,1,34,http://www.spfk12.org,8,0,,,,
district,3414730,Sea Girt Borough School District,451 Bell Place,Sea Girt,NJ,08750,(732)449-3422,PK,08,1,34,http://www.seagirt.k12.nj.us,1,0,,,,
district,3414760,Sea Isle City Board of Education,4501 Park Road,Sea Isle City,NJ,08243,(609)399-4161,,,8,34,http://www.sea-isle-city.nj.us,0,0,,,,
district,3414790,Seaside Heights School District,1200 Bay Blvd,Seaside Heights,NJ,08751,(732)793-8485,PK,06,1,34,http://www.sshschool.org/,1,0,,,,
district,3414820,Seaside Park Borough School District,313 South West Central Avenue,Seaside Park,NJ,08752,(732)793-7757,,,8,34,http://www.seasideparkschool.com,0,0,,,,
district,3414850,Secaucus School District,685 Fifth Street,Secaucus,NJ,07094,(201)974-2000,PK,12,1,34,http://www.sboe.org,4,0,,,,
district,3414880,Shamong Township School District,295 Indian Mills Road,Shamong,NJ,08088,(609)268-0120,PK,08,1,34,http://www.shamongschools.org,2,0,,,,
district,3414940,Shore Regional High School District,132 Monmouth Park Hwy 36,West Long Branch,NJ,07764,(732)222-9300,09,12,1,34,http://www.shoreregional.org,1,0,,,,
district,3414970,Shrewsbury Borough School District,20 Obre Place,Shrewsbury,NJ,07702,(732)747-0882,PK,08,1,34,http://www.sbs.k12.nj.us/sbs,1,0,,,,
district,3415000,Somerdale School District,301 Grace Street,Somerdale,NJ,08083,(856)783-6261,PK,08,1,34,http://www.somerdale-park.org,1,0,,,,
district,3415030,Somers Point School District,121 W. New York Avenue,Somers Point,NJ,08244,(609)927-2053,PK,08,1,34,http://www.sptsd.org,3,0,,,,
district,3415060,Somerset County Vocational and Technical School District,14 Vogt Drive,Bridgewater,NJ,08807,(908)526-8900,09,12,9,34,http://www.scvths.org,1,0,,,,
district,3415090,Somerville Public School District,51 West Cliff Street,Somerville,NJ,08876,(908)218-4100,PK,12,1,34,http://www.somervilleschools.org,3,0,,,,
district,3415120,South Amboy School District,240 John Street,South Amboy,NJ,08879,(732)525-2100,PK,12,1,34,http://www.sapublicschools.com,2,0,,,,
district,3415150,Lake Como School District,1101 Main St,Belmar,NJ,07719,(732)681-8888,,,8,34,http://www.belmar.k12.nj.us/domain/113,0,0,,,,
district,3415180,South Bound Brook Public School District,122 Elizabeth Street,South Bound Brook,NJ,08880,(732)356-3018,PK,08,1,34,http://www.southboundbrookk8.org,1,0,,,,
district,3415210,South Brunswick School District,231 Black Horse Lane,North Brunswick,NJ,08902,(732)297-7800,PK,12,1,34,http://www.sbschools.org,12,0,,,,
district,3415240,South Hackensack School District,1 Dyer Avenue,South Hackensack,NJ,07606,(201)440-2782,PK,08,1,34,http://www.shmemorial.org,1,0,,,,
district,3415270,South Harrison Township School District,904 Mullica Hill Road,Harrisonville,NJ,08039,(856)769-0855,PK,06,1,34,http://www.southharrison.k12.nj.us,1,0,,,,
district,3415330,South Orange-maplewood School District,525 Academy Street,Maplewood,NJ,07040,(973)762-5600,PK,12,1,34,http://www.somsd.k12.nj.us,10,0,,,,
district,3415360,South Plainfield School District,125 Jackson Avenue,South Plainfield,NJ,07080,(908)754-4620,PK,12,1,34,http://www.spboe.org,9,0,,,,
district,3415390,South River Public School District,15 Montgomery Street,South River,NJ,08882,(732)613-4000,PK,12,1,34,http://www.srivernj.org,5,0,,,,
district,3415420,Southampton Township School District,Betty L. Wright Administration Building,Southampton,NJ,08088,(609)859-2256,PK,08,1,34,http://www.stsdwarriors.org,3,0,,,,
district,3415450,Delsea Regional High School District,242 Fries Mill Road,Franklinville,NJ,08322,(856)694-0100,07,12,1,34,http://www.delsearegional.us,2,0,,,,
district,3415480,Southern Regional School District,105 Cedar Bridge Rd.,Manahawkin,NJ,08050,(609)597-9481,07,12,1,34,http://www.srsd.net,2,0,,,,
district,3415510,Sparta Township Public School District,18 Mohawk Avenue,Sparta,NJ,07871,(973)729-2155,PK,12,1,34,http://www.sparta.org,5,0,,,,
district,3415540,Spotswood Public School District,105 Summerhill Road,Spotswood,NJ,08884,(732)723-2200,PK,12,1,34,http://www.spsd.us,4,0,,,,
district,3415570,Spring Lake Borough,411 Tuttle Avenue,Spring Lake,NJ,07762,(732)449-6380,PK,08,1,34,http://www.hwmountz.k12.nj.us,1,0,,,,
district,3415600,Spring Lake Heights School District,1110 Highway 71,Spring Lake Heights,NJ,07762,(732)449-6149,PK,08,1,34,http://www.slheights.org,1,0,,,,
district,3415630,Springfield Public School District,139 Mountain Avenue,Springfield,NJ,07081,(973)376-1025,PK,12,1,34,http://www.springfieldschools.com,5,0,,,,
district,3415660,Springfield Township School District,2146 Jacksonville-jobstown Rd,Jobstown,NJ,08041,(609)723-2479,PK,06,1,34,http://www.springfieldschool.org,1,0,,,,
district,3415690,Stafford Township School District,250 North Main Street,Manahawkin,NJ,08050,(609)978-5700,PK,06,1,34,http://www.staffordschools.org,5,0,,,,
district,3415720,Stanhope School District,24 Valley Road,Stanhope,NJ,07874,(973)347-0008,PK,08,1,34,http://www.stanhopeschools.org,1,0,,,,
district,3415750,Stillwater Township School District,904 Stillwater Road,Stillwater,NJ,07875,(973)383-6171,PK,06,1,34,http://www.stillwaterschool.net,1,0,,,,
district,3415810,Stone Harbor School District,275 93rd Street,Stone Harbor,NJ,08247,(609)368-4413,KG,04,1,34,http://www.avalonstoneharborschools.org,1,0,,,,
district,3415840,Stow Creek Township School District,11 Gum Tree Corner Road,Bridgeton,NJ,08302,(856)455-1717,PK,08,1,34,http://www.greenwichstowcreekpartnershipschools.org,1,0,,,,
district,3415870,Stratford School District,111 Warwick Road,Stratford,NJ,08084,(856)783-2555,PK,08,1,34,http://www.stratford.k12.nj.us,2,0,,,,
district,3415900,Summit Public School District,14 Beekman Terrace,Summit,NJ,07901,(908)918-2100,PK,12,1,34,http://www.summit.k12.nj.us,9,0,,,,
district,3415930,Sussex County Technical School District,105 North Church Road,Sparta,NJ,07871,(973)383-6700,09,12,9,34,http://www.sussextech.org,1,0,,,,
district,3415960,Sussex-wantage Regional School District,27 Bank Street,Sussex,NJ,07461,(973)875-3175,PK,08,1,34,http://www.swregional.org,3,0,,,,
district,3415990,Swedesboro-woolwich School District,15 Fredrick Boulevard,Woolwich Township,NJ,08085,(856)241-1552,PK,06,1,34,http://www.swedesboro-woolwich.com,4,0,,,,
district,3416020,Tabernacle Township School District,132 New Road,Tabernacle,NJ,08088,(609)268-0153,PK,08,1,34,http://www.tabschools.org,2,0,,,,
district,3416080,Teaneck School District,651 Teaneck Road,Teaneck,NJ,07666,(201)833-5510,PK,12,1,34,http://www.teaneckschools.org,8,0,,,,
district,3416110,Tenafly Public School District,500 Tenafly Road,Tenafly,NJ,07670,(201)816-4500,PK,12,1,34,http://www.tenaflyschools.org,6,0,,,,
district,3416170,Tewksbury Township School District,173 Old Turnpike Road,Califon,NJ,07830,(908)439-2010,PK,08,1,34,http://www.tewksburyschools.org,2,0,,,,
district,3416200,Tinton Falls School District,658 Tinton Avenue,Tinton Falls,NJ,07724,(732)460-2400,PK,08,1,34,http://www.tfschools.org,3,0,,,,
district,3416230,Toms River Regional School District,1144 Hooper Avenue,Toms River,NJ,08753,(732)505-5500,PK,12,1,34,http://www.trschools.com,18,0,,,,
district,3416260,Totowa Public School District,294 Totowa Road,Totowa,NJ,07512,(973)956-0010,PK,08,1,34,http://www.totowa.k12.nj.us,2,0,,,,
district,3416290,Trenton Public School District,108 North Clinton Avenue,Trenton,NJ,08609,(609)656-4900,PK,12,1,34,http://www.trenton.k12.nj.us,25,0,,,,
district,3416320,Tuckerton Borough School District,217 Marine Street,Tuckerton,NJ,08087,(609)296-2858,PK,06,1,34,http://www.tesnj.com,1,0,,,,
district,3416350,Union Beach Public School District,1207 Florence Ave,Union Beach,NJ,07735,(732)264-5405,PK,08,1,34,http://www.unionbeachschools.org,1,0,,,,
district,3416380,Union City School District,3912 Bergen Turnpike,Union City,NJ,07087,(201)271-2289,PK,12,1,34,http://www.ucboe.us,14,0,,,,
district,3416400,Union County Educational Services Commission,45 Cardinal Drive,Westfield,NJ,07090,(908)233-9317,PK,12,1,34,http://www.ucesc.org,6,0,,,,
district,3416440,Union Township School District,149 Perryville Road,Hampton,NJ,08827,(908)735-5511,PK,08,1,34,http://www.uniontwpschool.org,2,0,,,,
district,3416470,Barnegat Township School District,550 Barnegat Blvd,Barnegat,NJ,08005,(609)698-5800,PK,12,1,34,http://www.barnegatschools.com,6,0,,,,
district,3416500,Township of Union School District,2369 Morris Avenue,Union,NJ,07083,(908)851-6400,PK,12,1,34,http://www.twpunionschools.org,10,0,,,,
district,3416530,Upper Deerfield Township School District,1385 Highway 77,Seabrook,NJ,08302,(856)455-2267,PK,08,1,34,http://www.udts.org,3,0,,,,
district,3416560,Upper Freehold Regional School District,27 High Street,Allentown,NJ,08501,(609)259-7292,PK,12,1,34,http://www.ufrsd.net,3,0,,,,
district,3416590,Upper Pittsgrove Twp School District,235 Pine Tavern Rd.,Monroeville,NJ,08343,(856)358-8163,PK,08,1,34,http://www.upsnj.org/,1,0,,,,
district,3416620,Upper Saddle River School District,395 West Saddle River Road,Upper Saddle River,NJ,07458,(201)961-6500,PK,08,1,34,http://www.usrschoolsk8.com,3,0,,,,
district,3416650,Upper Township School District,525 Perry Road,Petersburg,NJ,08270,(609)628-3500,PK,08,1,34,http://www.upperschools.org,3,0,,,,
district,3416680,Ventnor City School District,400 N. Lafayette Avenue,Ventnor City,NJ,08406,(609)487-7900,PK,08,1,34,http://www.veccnj.org,2,0,,,,
district,3416710,Vernon Township School District,625 Route 517,Vernon,NJ,07462,(973)764-2900,PK,12,1,34,http://www.vtsd.com,6,0,,,,
district,3416740,Verona Public School District,121 Fairview Avenue,Verona,NJ,07044,(973)571-2029,PK,12,1,34,http://www.veronaschools.org,6,0,,,,
district,3416800,Vineland Public School District,61 W Landis Ave,Vineland,NJ,08360,(856)794-6700,PK,12,1,34,http://www.vineland.org,14,0,,,,
district,3416830,Voorhees Township School District,329 Rt. 73,Voorhees,NJ,08043,(856)751-8446,PK,08,1,34,http://www.voorhees.k12.nj.us,5,0,,,,
district,3416860,Waldwick School District,155 Summit Avenue,Waldwick,NJ,07463,(201)445-3131,PK,12,1,34,http://www.waldwickschools.org,4,0,,,,
district,3416870,Wallkill Valley Regional High School,10 Grumm Road,Hardyston Township,NJ,07419,(973)827-4100,09,12,1,34,http://www.wallkillvrhs.org,1,0,,,,
district,3416890,Wall Township Public School District,1620 18th Avenue,Wall,NJ,07719,(732)556-2000,PK,12,1,34,http://www.wallpublicschools.org,7,0,,,,
district,3416920,Wallington Boro School District,32 Pine Street,Wallington,NJ,07057,(973)777-4421,KG,12,1,34,http://www.wboe.org,3,0,,,,
district,3416950,Wanaque School District,973a Ringwood Avenue,Haskell,NJ,07420,(973)835-8200,PK,08,1,34,http://www.wanaqueps.org,2,0,,,,
district,3416970,Warren Hills Regional School District,89 Bowerstown Road,Washington,NJ,07882,(908)689-3143,07,12,1,34,http://www.warrenhills.org,2,0,,,,
district,3416980,Warren Township School District,213 Mt. Horeb Road,Warren,NJ,07059,(908)753-5300,PK,08,1,34,http://www.warrentboe.org,5,0,,,,
district,3417010,Washington Borough School District,300 West Stewart Street,Washington,NJ,07882,(908)689-0241,PK,06,1,34,http://www.washboroschools.org,2,0,,,,
district,3417040,Washington Township School District,,,NJ,08215,(609)561-3868,,,8,34,http://www.wtgreenbank.k12.nj.us,0,0,,,,
district,3417070,Washington Township School District,206 East Holly Avenue,Sewell,NJ,08080,(856)589-6644,PK,12,1,34,http://www.wtps.org,12,0,,,,
district,3417100,Robbinsville Public School District,155 Robbinsville Edinburg Rd.,Robbinsville,NJ,08691,(609)632-0910,PK,12,1,34,http://www.robbinsville.k12.nj.us/,3,0,,,,
district,3417130,Washington Township School District,53 West Mill Road,Long Valley,NJ,07853,(908)876-4172,PK,08,1,34,http://www.wtschools.org,4,0,,,,
district,3417160,Washington Township School District,1 East Front St.,Washington,NJ,07882,(908)689-1119,PK,06,1,34,http://www.washtwpsd.org,2,0,,,,
district,3417190,Watchung Borough School District,1 Dr. Parenty Way,Watchung,NJ,07069,(908)755-8121,PK,08,1,34,http://www.watchungschools.com,2,0,,,,
district,3417220,Watchung Hills Regional High School District,108 Stirling Road,Warren,NJ,07059,(908)647-4800,09,12,1,34,http://www.whrhs.org,1,0,,,,
district,3417250,Waterford Township School District,1106 Old White Horse Pike,Waterford,NJ,08089,(856)767-8293,PK,06,1,34,http://www.wtsd.org,3,0,,,,
district,3417280,Wayne Township Public School District,50 Nellis Drive,Wayne,NJ,07470,(973)633-3000,PK,12,1,34,http://www.wayneschools.com,15,0,,,,
district,3417310,Weehawken Public School District,53 Liberty Place,Weehawken,NJ,07086,(201)422-6120,PK,12,1,34,http://www.weehawken.k12.nj.us,3,0,,,,
