website,site_title,fax_numbers,found_on,errors
http://www.wenatcheeschools.org/cp/,Wenatchee Community Preschool Program | Castle Rock Early Childhood Learning Center,509.663.8161; 509.663.3082,http://www.wenatcheeschools.org/district-calendars; http://www.wenatcheeschools.org/about/contact; http://www.wenatcheeschools.org/,Error fetching http://www.wenatcheeschools.org/contact: HTTPError; Error fetching http://www.wenatcheeschools.org/contact-us: HTTPError; Error fetching http://www.wenatcheeschools.org/contactus: HTTPError; Error fetching http://www.wenatcheeschools.org/directory: HTTPError
http://ah.wvsd208.org/sitehome/,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://ah.wvsd208.org/sitehome/
http://www.whitepass.k12.wa.us,Client Challenge,Not found,,
http://glacier.whiteriver.wednet.edu/,Glacier Middle School,(360) 829-3395; (360) 829-3898,http://glacier.whiteriver.wednet.edu/; http://glacier.whiteriver.wednet.edu/apps/pages/index.jsp?uREC_ID=1474664&type=d; http://glacier.whiteriver.wednet.edu/apps/staff/; http://glacier.whiteriver.wednet.edu/apps/news/article/2012730?categoryId=13810,Error fetching http://glacier.whiteriver.wednet.edu/apps/pages/index.jsp?uREC_ID=1475287&type=d&pREC_ID=1627506: HTTPError; Error fetching http://glacier.whiteriver.wednet.edu/contact: HTTPError; Error fetching http://glacier.whiteriver.wednet.edu/contact-us: HTTPError; Error fetching http://glacier.whiteriver.wednet.edu/contactus: HTTPError; Error fetching http://glacier.whiteriver.wednet.edu/directory: HTTPError; Error fetching http://glacier.whiteriver.wednet.edu/staff: HTTPError; Error fetching http://glacier.whiteriver.wednet.edu/about: HTTPError
http://www.wishkah.org,Home - Wishkah Valley School District,Not found,,Error fetching http://www.wishkah.org/contact: HTTPError; Error fetching http://www.wishkah.org/contact-us: HTTPError; Error fetching http://www.wishkah.org/contactus: HTTPError; Error fetching http://www.wishkah.org/directory: HTTPError; Error fetching http://www.wishkah.org/about: HTTPError
http://www.leschischools.org,Home - Chief Leschi Schools,Not found,,Error fetching http://www.leschischools.org/contact: HTTPError; Error fetching http://www.leschischools.org/contact-us: HTTPError; Error fetching http://www.leschischools.org/contactus: HTTPError; Error fetching http://www.leschischools.org/directory: HTTPError
http://yakama.org,Yakama Nation Tribal School - Yakama Nation Tribal School,(509)865-5121; (509) 865-4778; 360-725-6068; 360-725-6162; 1-866-297-2597; 800-421-3481,http://yakama.org/about/policies/,Error fetching http://yakama.org/contact-us: HTTPError; Error fetching http://yakama.org/contactus: HTTPError; Error fetching http://yakama.org/directory: HTTPError
http://www.lummi-k12.org/,"Lummi Nation School | Lummi Education | 2334 Lummi View Drive, Bellingham, WA, USA",(360) 758-4300; 360.758.4466; 360.758.4333,http://www.lummi-k12.org/; http://www.lummi-k12.org/contact; http://www.lummi-k12.org/contact-us; http://www.lummi-k12.org/contactus; http://www.lummi-k12.org/directory; http://www.lummi-k12.org/staff; http://www.lummi-k12.org/about,
http://www.kelso.wednet.edu/carrolls,Client Challenge,Not found,,
http://www.kelso.wednet.edu/huntington,Client Challenge,Not found,,
http://ams.asd103.org,,Not found,,Homepage error: HTTPError: 403 Client Error: Forbidden for url: http://ams.asd103.org/
http://isv.asd103.org,,Not found,,Homepage error: HTTPError: 403 Client Error: Forbidden for url: http://isv.asd103.org/
http://www.auburn.wednet.edu/Domain/19,Home - Chinook Elementary School,(253) 931-4980; (253) 931-4728; (253) 931-4900; (253) 931-8006,http://www.auburn.wednet.edu/Domain/19; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/highly-capable-programs; http://www.auburn.wednet.edu/contact-us,Error fetching https://www.auburn.wednet.edu/our-district/2025-26-school-bell-schedules: ReadTimeout; Error fetching http://www.auburn.wednet.edu/our-school: ReadTimeout; Error fetching http://www.auburn.wednet.edu/for-families-students/chinook-title-ilap/district-complaint-procedures/asd-citizen-complaint-process: ReadTimeout; Error fetching https://www.auburn.wednet.edu/district-departments/health-services: ReadTimeout; Error fetching https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/interpreter-and-translation-services: ReadTimeout; Error fetching http://www.auburn.wednet.edu/contact: ReadTimeout; Error fetching http://www.auburn.wednet.edu/contactus: HTTPError; Error fetching http://www.auburn.wednet.edu/directory: HTTPError
http://www.auburn.wednet.edu/Domain/17,Home - Evergreen Heights Elementary School,(253) 931-4974; (253) 931-4860; (253) 931-4900; (253) 931-8006; 253-931-4712; (253) 453-5582; 253-931-4950; 425-276-1735; 253-887-3678; 425-272-5573,http://www.auburn.wednet.edu/Domain/17; https://www.auburn.wednet.edu/our-district/2025-26-school-bell-schedules; https://www.auburn.wednet.edu/district-departments/health-services; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/highly-capable-programs; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/interpreter-and-translation-services; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/multilingual-learners; http://www.auburn.wednet.edu/contact-us,Error fetching http://www.auburn.wednet.edu/our-school: HTTPError; Error fetching http://www.auburn.wednet.edu/contact: HTTPError; Error fetching http://www.auburn.wednet.edu/contactus: HTTPError; Error fetching http://www.auburn.wednet.edu/directory: HTTPError
http://www.auburn.wednet.edu/mtbaker,Home - Mt. Baker Middle School,(253) 804-4555; (253) 931-0661; (253) 931-4900; (253) 931-8006; 253-931-4712; (253) 453-5582; 253-931-4950; 425-276-1735; 253-887-3678; 425-272-5573,http://www.auburn.wednet.edu/mtbaker; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/graduation-requirements; https://www.auburn.wednet.edu/district-departments/health-services; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/highly-capable-programs; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/interpreter-and-translation-services; http://www.auburn.wednet.edu/for-staff; http://www.auburn.wednet.edu/contact-us,Error fetching http://www.auburn.wednet.edu/our-school: HTTPError; Error fetching http://www.auburn.wednet.edu/contact: HTTPError; Error fetching http://www.auburn.wednet.edu/contactus: HTTPError; Error fetching http://www.auburn.wednet.edu/directory: HTTPError
http://bsd405.org,Home - Bellevue School District,Not found,,Error fetching http://bsd405.org/contact: HTTPError; Error fetching http://bsd405.org/contactus: HTTPError
http://geneva.bellinghamschools.org/,Home - Geneva Elementary School,360-676-6416; 360-647-6893; 844-310-9560; 360-647-6816; 360-676-6456; 360-676-6520; 360-676-6410; 360-676-4886; 360-676-6400; 360-676-6443; 360-647-6400; 360-676-6430,http://geneva.bellinghamschools.org/our-school/school-directory; http://geneva.bellinghamschools.org/directory,Error fetching http://geneva.bellinghamschools.org/contact: HTTPError; Error fetching http://geneva.bellinghamschools.org/contact-us: HTTPError; Error fetching http://geneva.bellinghamschools.org/contactus: HTTPError
http://parkview.bellinghamschools.org/,Home - Parkview Elementary School,Not found,,Error fetching http://parkview.bellinghamschools.org/contact: HTTPError; Error fetching http://parkview.bellinghamschools.org/contact-us: HTTPError; Error fetching http://parkview.bellinghamschools.org/contactus: HTTPError; Error fetching http://parkview.bellinghamschools.org/about: HTTPError
http://shuksan.bellinghamschools.org/,Home - Shuksan Middle School,360-676-6454; 360-647-6878; 360-647-6879; 844-310-9560; 360-647-6816; 360-676-6456; 360-676-6520; 360-676-6416; 360-676-4886; 360-676-6413; 360-676-6460; 360-410-4751,http://shuksan.bellinghamschools.org/our-school/school-directory; http://shuksan.bellinghamschools.org/directory,Error fetching http://shuksan.bellinghamschools.org/contact: HTTPError; Error fetching http://shuksan.bellinghamschools.org/contact-us: HTTPError; Error fetching http://shuksan.bellinghamschools.org/contactus: HTTPError; Error fetching http://shuksan.bellinghamschools.org/about: HTTPError
http://kulshan.bellinghamschools.org,Home - Kulshan Middle School,360-676-4886; 360-647-6877; 360-647-6892; 844-310-9560; 360-647-6816; 360-676-6456; 360-676-6520; 360-676-6410; 360-393-8738; 360-676-6450; 360-676-6470; 360-676-6481,http://kulshan.bellinghamschools.org/our-school/school-directory; http://kulshan.bellinghamschools.org/directory,Error fetching http://kulshan.bellinghamschools.org/contact: HTTPError; Error fetching http://kulshan.bellinghamschools.org/contact-us: HTTPError; Error fetching http://kulshan.bellinghamschools.org/contactus: HTTPError; Error fetching http://kulshan.bellinghamschools.org/about: HTTPError
http://se.bethelsd.org,,Not found,,"Homepage error: ConnectionError: HTTPConnectionPool(host='se.bethelsd.org', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002032CFE2D90>: Failed to resolve 'se.bethelsd.org' ([Errno 11001] getaddrinfo failed)""))"
http://slhs.bethelsd.org,Home - Spanaway Lake High School,253.800.5600; 253.800.5698; 253-800-5799; 253-800-5678; 253-800-5679; 253-800-5677; 253-800-5676; 253-800-5695,http://slhs.bethelsd.org/welcome/about-us,Error fetching http://slhs.bethelsd.org/contact: HTTPError; Error fetching http://slhs.bethelsd.org/contact-us: HTTPError; Error fetching http://slhs.bethelsd.org/contactus: HTTPError; Error fetching http://slhs.bethelsd.org/directory: HTTPError; Error fetching http://slhs.bethelsd.org/staff: HTTPError; Error fetching http://slhs.bethelsd.org/about: HTTPError
http://www.blainesd.org/o/homeconnection,Client Challenge,Not found,,
http://www.carbonado.k12.wa.us,Home | CarbonadoSchoolDist,Not found,,Error fetching http://www.carbonado.k12.wa.us/contact: HTTPError; Error fetching http://www.carbonado.k12.wa.us/contact-us: HTTPError; Error fetching http://www.carbonado.k12.wa.us/contactus: HTTPError; Error fetching http://www.carbonado.k12.wa.us/directory: HTTPError; Error fetching http://www.carbonado.k12.wa.us/staff: HTTPError; Error fetching http://www.carbonado.k12.wa.us/about: HTTPError
http://www.csd49.org/1/Home,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.csd49.org/1/Home
http://clarkston.schoolwires.net/chs/site/default.asp,,Not found,,"Homepage error: ConnectionError: HTTPConnectionPool(host='clarkston.schoolwires.net', port=80): Max retries exceeded with url: /chs/site/default.asp (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000020330A3ACD0>: Failed to resolve 'clarkston.schoolwires.net' ([Errno 11001] getaddrinfo failed)""))"
http://clarkston.schoolwires.net/heights/site/default.asp,,Not found,,"Homepage error: ConnectionError: HTTPConnectionPool(host='clarkston.schoolwires.net', port=80): Max retries exceeded with url: /heights/site/default.asp (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000020330A39990>: Failed to resolve 'clarkston.schoolwires.net' ([Errno 11001] getaddrinfo failed)""))"
http://www.csdk12.org,Client Challenge,Not found,,
http://www.columbia206.com,Home - Columbia School District,Not found,,Error fetching http://www.columbia206.com/contact: HTTPError; Error fetching http://www.columbia206.com/contact-us: HTTPError; Error fetching http://www.columbia206.com/contactus: HTTPError
http://www.concrete.k12.wa.us/SRSHWEB/TwinCedars.html,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.concrete.k12.wa.us/en-US/SRSHWEB/TwinCedars.html
http://www.coupeville.k12.wa.us,Home - Coupeville Schools,Not found,,Error fetching http://www.coupeville.k12.wa.us/contact: HTTPError; Error fetching http://www.coupeville.k12.wa.us/contact-us: HTTPError; Error fetching http://www.coupeville.k12.wa.us/contactus: HTTPError; Error fetching http://www.coupeville.k12.wa.us/directory: HTTPError
http://www.crescentschooldistrict.org,Crescent School District - Home,360.928.3311; 360.928.3066; +1 360-928-3311,http://www.crescentschooldistrict.org/about-us,Error fetching http://www.crescentschooldistrict.org/contact: HTTPError; Error fetching http://www.crescentschooldistrict.org/contact-us: HTTPError; Error fetching http://www.crescentschooldistrict.org/contactus: HTTPError; Error fetching http://www.crescentschooldistrict.org/directory: HTTPError
http://www.daytonsd.org,Client Challenge,Not found,,
http://www.dieringer.wednet.edu/Domain/10,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.dieringer.wednet.edu/Domain/10
http://www.everettsd.org/evergreen,Evergreen Middle School / Homepage,425-385-5700; 425-385-5702; 425-385-5705; 425-385-4000; 425-385-5727; 425-385-5827; 425-385-5803; 425-385-5857; 425-385-5802; 425-385-5819; 425-385-5861; 425-385-5815; 425-385-5806; 425-385-5871; 425-385-5866; 425-385-5828; 425-385-5707; 425-385-5791; 425-385-5797; 425-385-5708; 425-385-5858; 425-385-6000; 425-385-5822; 425-385-5808; 425-385-5769; 425-385-5859; 425-385-5811; 425-385-5813; 425-385-5870; 425-385-5844; 425-385-5851; 425-385-5868; 425-385-5706; 425-385-5712; 425-385-5863; 425-385-5831; 425-385-5809; 425-385-5807; 425-385-5832; 425-385-5883,http://www.everettsd.org/evergreen; https://www.everettsd.org/Domain/4; http://www.everettsd.org/domain/369; http://www.everettsd.org/site/Default.aspx?PageType=1&SiteID=13&ChannelID=368&DirectoryType=6; http://www.everettsd.org/; https://www.everettsd.org/site/Default.aspx?PageID=20&DomainID=13#calendar13/20260216/event/300159; https://www.everettsd.org/site/Default.aspx?PageID=20&DomainID=13#calendar13/20260217/event/300159,Error fetching http://www.everettsd.org/contact: HTTPError; Error fetching http://www.everettsd.org/contact-us: HTTPError; Error fetching http://www.everettsd.org/contactus: HTTPError; Error fetching http://www.everettsd.org/directory: HTTPError
http://www.everettsd.org/monroees,Monroe Elementary School / Homepage,425-385-7300; 425-385-7302; 425-385-7305; 425-385-4000; 425-385-7303; 425-385-7301; 425-385-7390; 425-385-7310,http://www.everettsd.org/monroees; https://www.everettsd.org/Domain/4; http://www.everettsd.org/domain/1407; http://www.everettsd.org/site/Default.aspx?PageType=1&SiteID=23&ChannelID=330&DirectoryType=6; http://www.everettsd.org/; https://www.everettsd.org/site/Default.aspx?PageID=40&DomainID=23#calendar23/20260216/event/300159; https://www.everettsd.org/site/Default.aspx?PageID=40&DomainID=23#calendar23/20260217/event/300159,Error fetching http://www.everettsd.org/contact: HTTPError; Error fetching http://www.everettsd.org/contact-us: HTTPError; Error fetching http://www.everettsd.org/contactus: HTTPError; Error fetching http://www.everettsd.org/directory: HTTPError
http://www.everettsd.org/whittier,Whittier Elementary School / Homepage,425-385-4300; 425-385-4302; 425-385-4000; 425-385-4388; 425-385-4301; 425-385-4321; 425-385-4192; 425-385-4323; 425-385-4307; 425-385-4331; 425-385-4334; 425-385-4312; 425-385-4333,http://www.everettsd.org/whittier; https://www.everettsd.org/Domain/4; http://www.everettsd.org/domain/1385; http://www.everettsd.org/site/Default.aspx?PageType=1&SiteID=32&ChannelID=274&DirectoryType=6; http://www.everettsd.org/; https://www.everettsd.org/site/Default.aspx?PageID=58&DomainID=32#calendar32/20260216/event/300159,Error fetching http://www.everettsd.org/domain/4166: HTTPError; Error fetching http://www.everettsd.org/contact: HTTPError; Error fetching http://www.everettsd.org/contact-us: HTTPError; Error fetching http://www.everettsd.org/contactus: HTTPError; Error fetching http://www.everettsd.org/directory: HTTPError
http://brookdale.fpschools.org,Home - Franklin Pierce School District - Brookdale Elementary,(253) 298-3100; (253) 369-1134,http://brookdale.fpschools.org; http://brookdale.fpschools.org/general-information/contact-us; http://brookdale.fpschools.org/general-information/temporary-staff-contact-information; http://brookdale.fpschools.org; http://brookdale.fpschools.org/staff,Error fetching http://brookdale.fpschools.org/contact: HTTPError; Error fetching http://brookdale.fpschools.org/contact-us: HTTPError; Error fetching http://brookdale.fpschools.org/contactus: HTTPError; Error fetching http://brookdale.fpschools.org/directory: HTTPError; Error fetching http://brookdale.fpschools.org/about: HTTPError
http://jamessales.fpschools.org,Home - Franklin Pierce School District - James Sales Elementary,(253) 298-4200; (253) 298-4215,http://jamessales.fpschools.org; http://jamessales.fpschools.org/general-information/contact-us; http://jamessales.fpschools.org/general-information/temporary-staff-contact-information; http://jamessales.fpschools.org; http://jamessales.fpschools.org/staff,Error fetching http://jamessales.fpschools.org/contact: HTTPError; Error fetching http://jamessales.fpschools.org/contact-us: HTTPError; Error fetching http://jamessales.fpschools.org/contactus: HTTPError; Error fetching http://jamessales.fpschools.org/directory: HTTPError; Error fetching http://jamessales.fpschools.org/about: HTTPError
http://elc.fpschools.org,Home - Early Learning Center,(253) 298-4675; 1-253-298-4698; (253) 298-4698; 1-253-369-0884,http://elc.fpschools.org; http://elc.fpschools.org/current-students/contact-us; http://elc.fpschools.org/resources/talking-about-race; http://elc.fpschools.org/current-students/resources/in-district-child-care-centers; http://elc.fpschools.org/fs/pages/3280; http://elc.fpschools.org/staff,Error fetching http://elc.fpschools.org/contact: HTTPError; Error fetching http://elc.fpschools.org/contact-us: HTTPError; Error fetching http://elc.fpschools.org/contactus: HTTPError; Error fetching http://elc.fpschools.org/directory: HTTPError; Error fetching http://elc.fpschools.org/about: HTTPError
http://hhs.hocksd.org,Client Challenge,Not found,,
http://connect.issaquah.wednet.edu/elementary/creekside/default.aspx,,Not found,,"Homepage error: ConnectTimeout: HTTPConnectionPool(host='connect.issaquah.wednet.edu', port=80): Max retries exceeded with url: /elementary/creekside/default.aspx (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000002032F2DAC90>, 'Connection to connect.issaquah.wednet.edu timed out. (connect timeout=20)'))"
http://www.ksd.org/schools/elementary/eastgate,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.ksd.org/schools/elementary/eastgate
http://www.kibesd.org,Kiona-Benton City School District - Home,509-588-2000; 509-588-5580; 509 588-2024,http://www.kibesd.org; http://www.kibesd.org/; http://kibesd.org/66005_2; http://www.kibesd.org/12971_1; http://www.kibesd.org/48867_2; http://www.kibesd.org/66005_2; http://www.kibesd.org/56029_2,Error fetching http://www.kibesd.org/contact: HTTPError; Error fetching http://www.kibesd.org/contact-us: HTTPError; Error fetching http://www.kibesd.org/contactus: HTTPError; Error fetching http://www.kibesd.org/directory: HTTPError
http://www.lacenterschools.org,La Center School District | Learning and Excellence,360.263.2131; 360.263.1140,http://www.lacenterschools.org; https://lacenterschools.org/district-office/; https://lacenterschools.org/elementary-school/; https://lacenterschools.org/middle-school/; https://lacenterschools.org/high-school/; https://lacenterschools.org/district-wide-staff/; http://www.lacenterschools.org,Error fetching http://www.lacenterschools.org/contact: HTTPError; Error fetching http://www.lacenterschools.org/contact-us: HTTPError; Error fetching http://www.lacenterschools.org/contactus: HTTPError; Error fetching http://www.lacenterschools.org/directory: HTTPError
http://www.lkstevens.wednet.edu/nlms/site/,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.lkstevens.wednet.edu/nlms/site/
http://KaMS.lwsd.org,Home - Kamiakin Middle School,425-936-2400; 425-823-2921; 425-936-2401; 425-529-5763; 855-237-4828; 425-936-1333; 425-936-1289; 425-936-1407,http://KaMS.lwsd.org/about-us/contact-us; http://KaMS.lwsd.org/contact; http://KaMS.lwsd.org/contact-us,Error fetching http://KaMS.lwsd.org/contactus: HTTPError; Error fetching http://KaMS.lwsd.org/directory: HTTPError
http://Lakeview.lwsd.org,Home - Lakeview Elementary,425-936-2601; 425-936-2600; 425-827-2045; 425-298-8335; 425-529-5763; 855-237-4828; 425-936-1333; 425-936-1289; 425-936-1407,http://Lakeview.lwsd.org/about-us/contact-us; http://Lakeview.lwsd.org/contact; http://Lakeview.lwsd.org/contact-us,Error fetching http://Lakeview.lwsd.org/contactus: HTTPError; Error fetching http://Lakeview.lwsd.org/directory: HTTPError
http://Explorer.lwsd.org,Home - Explorer Community School,425-936-2530; 425-836-4658; 425-936-2531; 425-529-5763; 855-237-4828; 425-936-1333; 425-936-1289; 425-936-1407,http://Explorer.lwsd.org/about-us/contact-us; http://Explorer.lwsd.org/contact; http://Explorer.lwsd.org/contact-us,Error fetching http://Explorer.lwsd.org/contactus: HTTPError; Error fetching http://Explorer.lwsd.org/directory: HTTPError
http://www.mossyrock.k12.wa.us,,Not found,,"Homepage error: SSLError: HTTPSConnectionPool(host='www.mossyrock.k12.wa.us', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.mossyrock.k12.wa.us'. (_ssl.c:1006)"")))"
http://www.nmsd.wednet.edu/5/home,Client Challenge,Not found,,
http://www.nsd.org/arrowhead,Home - Arrowhead Elementary,425.408.4000; 425.408.4010; 425.408.4002; 425.408.4006,http://www.nsd.org/arrowhead,Error fetching http://www.nsd.org/our-school/administration-example: HTTPError; Error fetching http://www.nsd.org/our-school/school-directory: HTTPError; Error fetching http://www.nsd.org/contact-us: HTTPError; Error fetching http://www.nsd.org/contactus: HTTPError
http://www.nsd.org/bothell,Home - Bothell High,Not found,,Error fetching http://www.nsd.org/our-school/administration: HTTPError; Error fetching http://www.nsd.org/our-school/school-directory: HTTPError; Error fetching http://www.nsd.org/resources/staff-resources: HTTPError; Error fetching http://www.nsd.org/contact-us: HTTPError; Error fetching http://www.nsd.org/contactus: HTTPError
http://www.nsd.org/leota,Home - Leota Middle,425-408-6500; 425-408-6510; 425-408-6502; 425-408-6506,http://www.nsd.org/leota,Error fetching http://www.nsd.org/our-school/administration: HTTPError; Error fetching http://www.nsd.org/our-school/school-directory: HTTPError; Error fetching http://www.nsd.org/contact-us: HTTPError; Error fetching http://www.nsd.org/contactus: HTTPError
http://www.nsd.org/lockwood,Home - Lockwood Elementary,425-408-5810; 425-408-5802; 425-408-5806; 425-408-5800; 425-408-5803,http://www.nsd.org/lockwood,Error fetching http://www.nsd.org/our-school/administration-example-clone: HTTPError; Error fetching http://www.nsd.org/our-school/school-directory: HTTPError; Error fetching http://www.nsd.org/contact-us: HTTPError; Error fetching http://www.nsd.org/contactus: HTTPError
http://www.nsd.org/woodin,Home - Woodin Elementary,425-408-5400; 425-408-5410; 425-408-5402; 425-408-5406,http://www.nsd.org/woodin,Error fetching http://www.nsd.org/our-school/administration-example-clone: HTTPError; Error fetching http://www.nsd.org/our-school/school-directory: HTTPError; Error fetching http://www.nsd.org/contact-us: HTTPError; Error fetching http://www.nsd.org/contactus: HTTPError
http://www.nsd.org/woodinville,Home - Woodinville High School,425-408-7400; 425-408-7402; 425-408-7410; 425-408-7504; 425-408-7418; 425-408-7406; 360-664-2967; 425-408-7722; 855-521-2665; 425-408-7601; 425-408-7725; 360-725-6068; 360-725-6162; 1-866-297-2597; 800-421-3481; 425-408-7622; 360-664-3631; 206-607-1600; 1-800-877-8339; 1-800-233-3247; 1-800-300-7525; 425-408-7632; 425-408-6000,http://www.nsd.org/woodinville; https://www.nsd.org/our-district/departments/student-services/rights-and-responsibilities-handbook-rr,Error fetching http://www.nsd.org/our-school/administration: HTTPError; Error fetching http://www.nsd.org/our-school/school-directory: HTTPError; Error fetching http://www.nsd.org/activities/classes-officers: HTTPError; Error fetching http://www.nsd.org/activities/classes-officers/class-of-2027: HTTPError; Error fetching http://www.nsd.org/contact-us: HTTPError; Error fetching http://www.nsd.org/contactus: HTTPError
http://orcasislandschools.org,Home - Orcas Island School District,Not found,,Error fetching http://orcasislandschools.org/contact: HTTPError; Error fetching http://orcasislandschools.org/contact-us: HTTPError; Error fetching http://orcasislandschools.org/contactus: HTTPError; Error fetching http://orcasislandschools.org/directory: HTTPError
http://www.orondo.wednet.edu,Orondo School District,509-784-1333; 509-784-0633,http://www.orondo.wednet.edu; http://www.orondo.wednet.edu/staff,Error fetching http://www.orondo.wednet.edu/contact: HTTPError; Error fetching http://www.orondo.wednet.edu/contact-us: HTTPError; Error fetching http://www.orondo.wednet.edu/contactus: HTTPError; Error fetching http://www.orondo.wednet.edu/directory: HTTPError; Error fetching http://www.orondo.wednet.edu/about: HTTPError
http://www.portangelesschools.org/drycreek/index.html,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.portangelesschools.org/drycreek
http://car.puyallup.k12.wa.us/pages/Carson_Elementary,,Not found,,Homepage error: HTTPError: 503 Server Error: The service is not available temporarily! for url: https://car.puyallup.k12.wa.us/pages/Carson_Elementary
http://www.rentonschools.us/bensonhill,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.rentonschools.us/bensonhill
http://www.rentonschools.us/highlands,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.rentonschools.us/highlands
http://www.rentonschools.us/mcknight,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.rentonschools.us/mcknight
http://www.rentonschools.us/dimmitt,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.rentonschools.us/dimmitt
http://www.rentonschools.us/home,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.rentonschools.us/home
http://www.rentonschools.us/slc,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.rentonschools.us/slc
http://www.seattleschools.org/area/main/ShowSchool?sid=014,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.seattleschools.org/area/main/ShowSchool?sid=014
http://www.selahschools.org/Domain/13,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.selahschools.org/Domain/13
http://www.sequimschools.org,Home - Sequim School District,(360) 582-3260; (360) 683-6303; (360) 582-3300; (360) 582-9555; (360) 582-3200; (360) 681-8543; (360) 582-3403; (360) 582-9229; (360) 582-3500; (360) 582-9486; (360) 582-3600; (360) 681-8688; 206.556.9576; (253) 388-0232,http://www.sequimschools.org; http://www.sequimschools.org/; http://www.sequimschools.org/our_district; http://www.sequimschools.org/our_district/capital_project_levy; http://www.sequimschools.org/our_district/district_calendars_-yearly; http://www.sequimschools.org/our_district/enrollment-_registration_information; http://www.sequimschools.org/our_district/project_bid_opportunities,Error fetching http://www.sequimschools.org/contact: HTTPError; Error fetching http://www.sequimschools.org/contact-us: HTTPError; Error fetching http://www.sequimschools.org/contactus: HTTPError; Error fetching http://www.sequimschools.org/directory: HTTPError
http://www.sw.wednet.edu,Home - South Whidbey School District 206,Not found,,Error fetching http://www.sw.wednet.edu/contact: HTTPError; Error fetching http://www.sw.wednet.edu/contact-us: HTTPError; Error fetching http://www.sw.wednet.edu/contactus: HTTPError; Error fetching http://www.sw.wednet.edu/directory: HTTPError
http://www.sultan.k12.wa.us/ses,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.sultan.k12.wa.us/ses
http://www.tacomaschools.org,Tacoma Public Schools - Tacoma Public Schools,Not found,,Error fetching http://www.tacomaschools.org/contact: HTTPError; Error fetching http://www.tacomaschools.org/contact-us: HTTPError; Error fetching http://www.tacomaschools.org/contactus: HTTPError; Error fetching http://www.tacomaschools.org/directory: HTTPError
http://cjh.upsd83.org,Curtis Junior High School - Home,(253) 566-5670; (253) 566-5644; (253) 566-5600; (253) 566-5618,http://cjh.upsd83.org; https://cjh.upsd83.org/8921; http://cjh.upsd83.org/10284_2; http://cjh.upsd83.org/3331_1; http://cjh.upsd83.org/8921_1,Error fetching http://cjh.upsd83.org/contact: HTTPError; Error fetching http://cjh.upsd83.org/contact-us: HTTPError; Error fetching http://cjh.upsd83.org/contactus: HTTPError; Error fetching http://cjh.upsd83.org/directory: HTTPError; Error fetching http://cjh.upsd83.org/staff: HTTPError; Error fetching http://cjh.upsd83.org/about: HTTPError
http://di.upsd83.org,Drum Intermediate - Home,(253) 566-5660; (253) 566-5663; (253) 566-5600,http://di.upsd83.org; https://di.upsd83.org/8919; http://di.upsd83.org/10195_2; http://di.upsd83.org/10196_2; http://di.upsd83.org/3320_1; http://di.upsd83.org/21178_2; http://di.upsd83.org/8919_1,Error fetching http://di.upsd83.org/contact: HTTPError; Error fetching http://di.upsd83.org/contact-us: HTTPError; Error fetching http://di.upsd83.org/contactus: HTTPError; Error fetching http://di.upsd83.org/directory: HTTPError
http://lshore.vansd.org,,Not found,,"Homepage error: ConnectionError: HTTPConnectionPool(host='lshore.vansd.org', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002032F55FC90>: Failed to resolve 'lshore.vansd.org' ([Errno 11001] getaddrinfo failed)""))"
